node_id,has_nonzero_timeseries,has_load_device,is_structural_bus,is_transformer_side_bus,degree,component,legacy_component,role,notes
p10rdm22138,0,0,1,0,3,0,11,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdm22139,0,0,1,0,3,0,11,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdm25129,0,0,1,0,2,0,12,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdm3180,0,0,1,0,2,0,13,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdm3181,0,0,1,0,2,0,13,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdm4424,0,0,1,0,2,0,14,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdm5559,0,0,1,0,3,0,15,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdm5560,0,0,1,0,2,0,15,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdm5561,0,0,1,0,2,0,15,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdm9099,0,0,1,0,2,0,16,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt11862,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt11862lv,0,0,1,1,2,0,18,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt12225,0,0,1,1,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt12225lv,0,0,1,1,3,0,11,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt12911,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt12911lv,0,0,1,1,2,0,19,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt13069,0,0,1,1,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt13069lv,0,0,1,1,2,0,20,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt13742,0,0,1,1,4,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt13742-p10rdt1487x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt13742-p10rdt2070x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt13742lv,0,0,1,1,2,0,21,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt13902,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt13902-p10rdt17567x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt13902-p10rdt6600x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt13902lv,0,0,1,1,2,0,22,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt14373,0,0,1,1,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt14373lv,0,0,1,1,3,0,12,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt1487,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt1487lv,0,0,1,1,3,0,13,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt14969,0,0,1,1,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt14969-p10rdt4426x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt14969lv,0,0,1,1,2,0,23,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt15260,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt15260lv,0,0,1,1,2,0,24,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt15261,0,0,1,1,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt15261lv,0,0,1,1,2,0,25,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt16023,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt16023lv,0,0,1,1,2,0,26,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt16751,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt16751-p10rdt4426x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt16751lv,0,0,1,1,2,0,27,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt16752,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt16752-p10rdt5884x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt16752-p10rdt90x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt16752-p10rdt90xx,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt16752lv,0,0,1,1,2,0,28,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt1748,0,0,1,1,4,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt1748-p10rdt3891x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt1748-p10rdt3891xx,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt1748-p10rdt669x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt1748-p10rdt669xx,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt1748-p10rdt669xxx,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt1748-p10rdt669xxxx,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt1748-p10rdt8339x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt1748-p10rdt8339xx,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt1748-p10rdt8339xxx,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt1748lv,0,0,1,1,4,0,29,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt17566,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt17566-p10rdt90x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt17566-p10rdt90xx,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt17566lv,0,0,1,1,2,0,30,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt17567,0,0,1,1,4,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt17567-p10rdt18422x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt17567-p10rdt18422xx,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt17567-p10rdt18422xxx,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt17567lv,0,0,1,1,2,0,31,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt17939,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt17939lv,0,0,1,1,2,0,32,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt18084,0,0,1,1,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt18084lv,0,0,1,1,2,0,33,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt18422,0,0,1,1,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt18422lv,0,0,1,1,2,0,34,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt18562,0,0,1,1,4,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt18562-p10rdt6810x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt18562-p10rdt6810xx,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt18562-p10rdt8556x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt18562-p10rdt9166x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt18562lv,0,0,1,1,2,0,35,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt18941,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt18941lv,0,0,1,1,2,0,36,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt19045,0,0,1,1,4,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt19045lv,0,0,1,1,2,0,37,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt2070,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt2070lv,0,0,1,1,3,0,14,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt2638,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt2638lv,0,0,1,1,5,0,15,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt2876,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt2876lv,0,0,1,1,2,0,38,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt3163,0,0,1,1,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt3163lv,0,0,1,1,2,0,39,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt3164,0,0,1,1,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt3164lv,0,0,1,1,2,0,40,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt3632,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt3632-p10rdt9165x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt3632-p10rdt9165xx,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt3632lv,0,0,1,1,2,0,41,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt3891,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt3891-p10rdt9361x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt3891-p10rdt9361xx,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt3891lv,0,0,1,1,2,0,42,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt4426,0,0,1,1,5,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt4426-p10rdt6809x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt4426-p10rdt7719x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt4426lv,0,0,1,1,3,0,16,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt5178,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt5178lv,0,0,1,1,2,0,43,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt5179,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt5179lv,0,0,1,1,3,0,0,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt5659,0,0,1,1,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt5659lv,0,0,1,1,3,0,1,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt5661,0,0,1,1,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt5661lv,0,0,1,1,3,0,2,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt5884,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt5884lv,0,0,1,1,2,0,44,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt6344,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt6344-p10rdt9792x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt6344lv,0,0,1,1,2,0,45,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt6364,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt6364lv,0,0,1,1,4,0,3,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt6599,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt6599lv,0,0,1,1,2,0,46,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt6600,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt6600lv,0,0,1,1,3,0,4,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt669,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt669lv,0,0,1,1,2,0,47,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt6809,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt6809lv,0,0,1,1,2,0,48,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt6810,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt6810lv,0,0,1,1,4,0,5,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt685,0,0,1,1,4,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt685lv,0,0,1,1,2,0,49,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt7268,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt7268lv,0,0,1,1,3,0,50,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt7719,0,0,1,1,4,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt7719-p10rdt9792x,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt7719-p10rhs0_1247x,0,0,1,0,1,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt7719lv,0,0,1,1,3,0,51,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt8339,0,0,1,1,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt8339lv,0,0,1,1,2,0,52,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt8339lv-p10rlv9907x,0,0,1,0,2,0,52,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt8339lv-p10rlv9907xx,0,0,1,0,2,0,52,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt8350,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt8350_b1_1,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt8350_b2_1,0,0,1,0,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt8350lv,0,0,1,1,2,0,53,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt8556,0,0,1,1,4,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt8556lv,0,0,1,1,4,0,54,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt90,0,0,1,1,4,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt90lv,0,0,1,1,3,0,8,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt9165,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt9165lv,0,0,1,1,3,0,6,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
