node_id,load_element_count,max_abs_error_kw,mean_abs_error_kw,observed_mean,expected_mean,observed_max,expected_max,profile_observed_correlation,exact_match_at_1e-5,load_elements
p10rlv15288,2,7.530966081793668,0.6939030026801034,1.1528921067527576,0.695245650397205,4.614020824432373,8.668320574934842,0.28566893654484043,False,"[{""profile"":""res_kw_7138-South-Central_pu.csv"",""kW"":4.334160287467421,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":169},{""profile"":""res_kw_7138-South-Central_pu.csv"",""kW"":4.334160287467421,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":171}]"
p10rlv1542,2,21.203895831791332,0.9459049812887278,1.4566405350274352,1.412580987453496,23.200305938720703,12.55731017662956,0.17482806756465177,False,"[{""profile"":""res_kw_4557-South-Central_pu.csv"",""kW"":6.27865508831478,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":17},{""profile"":""res_kw_4557-South-Central_pu.csv"",""kW"":6.27865508831478,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":19}]"
p10rlv15908,2,8.775375614250002,0.764283505620135,1.796746685708018,1.344607454601927,10.223422050476074,8.906081025740523,0.30532269099920045,False,"[{""profile"":""res_kw_16002-South-Central_pu.csv"",""kW"":4.4530405128702615,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":173},{""profile"":""res_kw_16002-South-Central_pu.csv"",""kW"":4.4530405128702615,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":175}]"
p10rlv16523,2,7.5257266844623665,0.9324637960539943,1.6711426012354083,1.7435806482591234,7.494873046875,10.423679169763984,0.2624647468459288,False,"[{""profile"":""res_kw_38844-South-Central_pu.csv"",""kW"":5.211839584881992,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":177},{""profile"":""res_kw_38844-South-Central_pu.csv"",""kW"":5.211839584881992,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":179}]"
p10rlv17088,2,14.975900500020352,1.871326958854092,3.067905038273702,2.2176266940274756,17.479734420776367,17.814587232063612,0.18189878412132457,False,"[{""profile"":""res_kw_41516-South-Central_pu.csv"",""kW"":8.907293616031806,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":181},{""profile"":""res_kw_41516-South-Central_pu.csv"",""kW"":8.907293616031806,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":183}]"
p10rlv17370,2,2.419844194853383,0.17443700260300002,0.42648256813158963,0.44623238387307484,2.6794400215148926,2.799478746096811,0.8416182309103226,False,"[{""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":185},{""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":187}]"
p10rlv17685,2,7.5842545947439355,0.9533701780890563,2.1598297739069756,2.2612339538410873,7.062711715698242,9.517597409189431,0.3264097789030407,False,"[{""profile"":""res_kw_5492-South-Central_pu.csv"",""kW"":4.7587987045947155,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":189},{""profile"":""res_kw_5492-South-Central_pu.csv"",""kW"":4.7587987045947155,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":191}]"
p10rlv18002,2,2.5878316979707545,0.3747896414733985,0.42648256813158963,0.11983353059602728,2.6794400215148926,1.4288054571613027,0.016191856938085423,False,"[{""profile"":""res_kw_1176-South-Central_pu.csv"",""kW"":0.7144027285806513,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":193},{""profile"":""res_kw_1176-South-Central_pu.csv"",""kW"":0.7144027285806513,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":195}]"
p10rlv1819,2,6.96842633695422,0.4992197753802831,0.8350487097655529,0.6373741367483965,7.568073749542236,3.3670202055507072,0.13869719679400774,False,"[{""profile"":""res_kw_41217-South-Central_pu.csv"",""kW"":1.6835101027753536,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":21},{""profile"":""res_kw_41217-South-Central_pu.csv"",""kW"":1.6835101027753536,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":23}]"
p10rlv18296,2,11.30446150780877,1.2193229134345431,1.8977919988053507,1.3247092325800862,11.854080200195312,9.485094136975155,0.0625323814561373,False,"[{""profile"":""res_kw_16296-South-Central_pu.csv"",""kW"":4.7425470684875775,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":197},{""profile"":""res_kw_16296-South-Central_pu.csv"",""kW"":4.7425470684875775,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":199}]"
p10rlv18297,2,5.819842776798072,0.5775546063805758,1.980010461101317,2.0621542493260345,7.612368106842041,7.371917235393329,0.8152561925827548,False,"[{""profile"":""res_kw_12784-South-Central_pu.csv"",""kW"":3.6859586176966643,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":201},{""profile"":""res_kw_12784-South-Central_pu.csv"",""kW"":3.6859586176966643,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":203}]"
p10rlv18611,2,10.280911854466455,0.8115528673960647,1.5510533902615513,1.601043394094059,12.007994651794434,11.337864776949207,0.2728262282229207,False,"[{""profile"":""res_kw_12756-South-Central_pu.csv"",""kW"":5.6689323884746035,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":205},{""profile"":""res_kw_12756-South-Central_pu.csv"",""kW"":5.6689323884746035,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":207}]"
p10rlv18908,2,7.849818579478404,0.6046429537294865,0.8794508366347992,0.6756439233774939,9.108046531677246,7.163049743157274,0.16856580729966056,False,"[{""profile"":""res_kw_7860-South-Central_pu.csv"",""kW"":3.581524871578637,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":209},{""profile"":""res_kw_7860-South-Central_pu.csv"",""kW"":3.581524871578637,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":211}]"
p10rlv19213,2,21.914859605922985,0.6177222532503391,1.1528921067527576,1.0924961419402381,4.614020824432373,23.127224160328197,0.27716383750756834,False,"[{""profile"":""res_kw_38206-South-Central_pu.csv"",""kW"":11.563612080164098,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":213},{""profile"":""res_kw_38206-South-Central_pu.csv"",""kW"":11.563612080164098,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":215}]"
p10rlv19495,2,14.257673716029016,1.423194790833528,2.230652250072251,2.2898754150467497,15.577404022216797,13.618570941135902,0.2646131625858255,False,"[{""profile"":""res_kw_39365-South-Central_pu.csv"",""kW"":6.809285470567951,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":217},{""profile"":""res_kw_39365-South-Central_pu.csv"",""kW"":6.809285470567951,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":219}]"
p10rlv19496,2,6.5945340075190435,0.8990545111884822,2.194138129262177,1.7620791698208471,7.729160308837891,7.517944568851168,0.3392394766212283,False,"[{""profile"":""res_kw_26086-South-Central_pu.csv"",""kW"":3.758972284425584,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":221},{""profile"":""res_kw_26086-South-Central_pu.csv"",""kW"":3.758972284425584,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":223}]"
p10rlv19818,2,6.983712707483775,0.9400893622248587,1.9630846857259125,1.2512451664325708,7.463986873626709,5.63630784952204,0.34276072156454346,False,"[{""profile"":""res_kw_15647-South-Central_pu.csv"",""kW"":2.81815392476102,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":225},{""profile"":""res_kw_15647-South-Central_pu.csv"",""kW"":2.81815392476102,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":227}]"
p10rlv20089,2,5.819842776798072,0.5775546063805758,1.980010461101317,2.0621542493260345,7.612368106842041,7.371917235393329,0.8152561925827548,False,"[{""profile"":""res_kw_12784-South-Central_pu.csv"",""kW"":3.6859586176966643,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":229},{""profile"":""res_kw_12784-South-Central_pu.csv"",""kW"":3.6859586176966643,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":231}]"
p10rlv20103,2,11.937787398521857,1.491417012034661,1.9442524501143796,3.148686764797362,6.317355632781982,14.702862694881462,0.385031474090437,False,"[{""profile"":""res_kw_5149-South-Central_pu.csv"",""kW"":7.351431347440731,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":233},{""profile"":""res_kw_5149-South-Central_pu.csv"",""kW"":7.351431347440731,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":235}]"
p10rlv20105,2,2.419844194853383,0.17443700260300002,0.42648256813158963,0.44623238387307484,2.6794400215148926,2.799478746096811,0.8416182309103226,False,"[{""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":237},{""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":239}]"
p10rlv20976,2,7.832190901423731,0.8462594679370783,1.404922642246246,1.4820741304152445,7.216465950012207,9.981483988144612,0.4383839698683854,False,"[{""profile"":""res_kw_29728-South-Central_pu.csv"",""kW"":4.990741994072306,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":241},{""profile"":""res_kw_29728-South-Central_pu.csv"",""kW"":4.990741994072306,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":243}]"
p10rlv21568,2,13.011207111858905,1.2865443488146655,2.1598297739069756,1.9225170899087813,7.062711715698242,15.039702185177386,0.2664584414113428,False,"[{""profile"":""res_kw_1591-South-Central_pu.csv"",""kW"":7.519851092588693,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":245},{""profile"":""res_kw_1591-South-Central_pu.csv"",""kW"":7.519851092588693,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":247}]"
p10rlv21569,2,5.680414020044356,0.8384345145920907,0.6347446808429885,1.0442757639066729,4.793748378753662,6.950576033573618,0.1471999397093458,False,"[{""profile"":""res_kw_36432-South-Central_pu.csv"",""kW"":3.475288016786809,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":249},{""profile"":""res_kw_36432-South-Central_pu.csv"",""kW"":3.475288016786809,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":251}]"
p10rlv2169,2,8.587304146549974,0.8587947650134747,1.4516377410685568,1.6188239511415004,9.414685249328613,10.168773140755764,0.1979862075870516,False,"[{""profile"":""res_kw_11396-South-Central_pu.csv"",""kW"":5.084386570377882,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":25},{""profile"":""res_kw_11396-South-Central_pu.csv"",""kW"":5.084386570377882,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":27}]"
p10rlv21869,2,2.419844194853383,0.17443700260300002,0.42648256813158963,0.44623238387307484,2.6794400215148926,2.799478746096811,0.8416182309103226,False,"[{""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":253},{""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":255}]"
p10rlv22134,2,2.5944545772520677,0.364612707750765,0.42648256813158963,0.06255317306536141,2.6794400215148926,0.26125178316771935,0.38332582251399605,False,"[{""profile"":""res_kw_30417-South-Central_pu.csv"",""kW"":0.13062589158385968,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":257},{""profile"":""res_kw_30417-South-Central_pu.csv"",""kW"":0.13062589158385968,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":259}]"
p10rlv22442,2,6.5945340075190435,0.8990545111884822,2.194138129262177,1.7620791698208471,7.729160308837891,7.517944568851168,0.3392394766212283,False,"[{""profile"":""res_kw_26086-South-Central_pu.csv"",""kW"":3.758972284425584,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":261},{""profile"":""res_kw_26086-South-Central_pu.csv"",""kW"":3.758972284425584,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":263}]"
p10rlv23067,2,4.702696722122652,0.6381540092965423,0.6347446808429885,0.44623238387307484,4.793748378753662,2.799478746096811,-0.022044710475098945,False,"[{""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":265},{""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""dss_timeseries_multiplier"":1.0,""center_tap_split"":true,""parquet_split_multiplier_if_used"":0.5,""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":267}]"
