node_id,has_nonzero_timeseries,has_load_device,is_structural_bus,degree,component,role,notes
p10rdt16023lv,0,0,1,1,26,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt16751,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt16751-p10rdt4426x,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt16751lv,0,0,1,1,27,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt16752,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt16752-p10rdt5884x,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt16752-p10rdt90x,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt16752-p10rdt90xx,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt16752lv,0,0,1,1,28,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt1748,0,0,1,3,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt1748-p10rdt3891x,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt1748-p10rdt3891xx,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt1748-p10rdt669x,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt1748-p10rdt669xx,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt1748-p10rdt669xxx,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt1748-p10rdt669xxxx,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt1748-p10rdt8339x,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt1748-p10rdt8339xx,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt1748-p10rdt8339xxx,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt1748lv,0,0,1,3,29,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt17566,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt17566-p10rdt90x,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt17566-p10rdt90xx,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt17566lv,0,0,1,1,30,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt17567,0,0,1,3,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt17567-p10rdt18422x,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt17567-p10rdt18422xx,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt17567-p10rdt18422xxx,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt17567lv,0,0,1,1,31,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt17939,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt17939lv,0,0,1,1,32,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt18084,0,0,1,1,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt18084lv,0,0,1,1,33,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt18422,0,0,1,1,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt18422lv,0,0,1,1,34,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt18562,0,0,1,3,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt18562-p10rdt6810x,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt18562-p10rdt6810xx,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt18562-p10rdt8556x,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt18562-p10rdt9166x,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt18562lv,0,0,1,1,35,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt18941,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt18941lv,0,0,1,1,36,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt19045,0,0,1,3,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt19045lv,0,0,1,1,37,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt2070,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt2070lv,0,0,1,2,14,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt2638,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt2638lv,0,0,1,4,15,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt2876,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt2876lv,0,0,1,1,38,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt3163,0,0,1,1,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt3163lv,0,0,1,1,39,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt3164,0,0,1,1,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt3164lv,0,0,1,1,40,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt3632,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt3632-p10rdt9165x,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt3632-p10rdt9165xx,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt3632lv,0,0,1,1,41,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt3891,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt3891-p10rdt9361x,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt3891-p10rdt9361xx,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt3891lv,0,0,1,1,42,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt4426,0,0,1,4,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt4426-p10rdt6809x,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt4426-p10rdt7719x,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt4426lv,0,0,1,2,16,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt5178,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt5178lv,0,0,1,1,43,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt5179,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt5179lv,0,0,1,2,0,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt5659,0,0,1,1,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt5659lv,0,0,1,2,1,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt5661,0,0,1,1,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt5661lv,0,0,1,2,2,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt5884,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt5884lv,0,0,1,1,44,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt6344,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt6344-p10rdt9792x,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt6344lv,0,0,1,1,45,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt6364,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt6364lv,0,0,1,3,3,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt6599,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt6599lv,0,0,1,1,46,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt6600,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt6600lv,0,0,1,2,4,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt669,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt669lv,0,0,1,1,47,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt6809,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt6809lv,0,0,1,1,48,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt6810,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt6810lv,0,0,1,3,5,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt685,0,0,1,3,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt685lv,0,0,1,1,49,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt7268,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt7268lv,0,0,1,2,50,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt7719,0,0,1,3,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt7719-p10rdt9792x,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt7719-p10rhs0_1247x,0,0,1,1,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt7719lv,0,0,1,2,51,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt8339,0,0,1,1,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt8339lv,0,0,1,1,52,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt8339lv-p10rlv9907x,0,0,1,2,52,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt8339lv-p10rlv9907xx,0,0,1,2,52,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt8350,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt8350_b1_1,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt8350_b2_1,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt8350lv,0,0,1,1,53,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt8556,0,0,1,3,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt8556lv,0,0,1,3,54,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt90,0,0,1,3,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt90lv,0,0,1,2,8,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt9165,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt9165lv,0,0,1,2,6,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt9166,0,0,1,1,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt9166lv,0,0,1,3,55,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt9166lv-p10rlv11105x,0,0,1,2,55,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt9166lv-p10rlv18002x,0,0,1,2,55,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt919,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt919lv,0,0,1,2,56,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt9361,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt9361lv,0,0,1,2,7,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt9792,0,0,1,3,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt9792lv,0,0,1,2,9,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt9810,0,0,1,2,17,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rdt9810lv,0,0,1,2,10,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv10217,1,0,1,1,54,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv11104,1,0,1,1,6,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv11105,1,0,1,1,55,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv11392,1,0,1,1,7,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv12002,1,0,1,1,9,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv12029,1,0,1,1,14,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv12030,1,0,1,1,10,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv12345,1,0,1,1,15,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv13496,1,0,1,1,7,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv13829,1,0,1,1,55,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv15288,1,0,1,1,18,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv1542,1,0,1,1,13,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv15908,1,0,1,1,11,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv16523,1,0,1,1,0,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv17088,1,0,1,1,19,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv17370,1,0,1,1,20,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv17685,1,0,1,1,11,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv18002,1,0,1,1,55,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv1819,1,0,1,1,29,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv18296,1,0,1,1,16,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv18297,1,0,1,1,56,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv18611,1,0,1,1,21,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv18908,1,0,1,1,22,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv19213,1,0,1,1,50,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv19495,1,0,1,1,11,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv19496,1,0,1,1,0,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv19818,1,0,1,1,12,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv20089,1,0,1,1,29,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv20103,1,0,1,1,1,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv20105,1,0,1,1,2,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv20976,1,0,1,1,23,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv21568,1,0,1,1,24,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv21569,1,0,1,1,25,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv2169,1,0,1,1,14,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv21869,1,0,1,1,51,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv22134,1,0,1,1,9,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv22442,1,0,1,1,6,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv23067,1,0,1,1,26,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv23375,1,0,1,1,3,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv24009,1,0,1,1,10,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv24610,1,0,1,1,27,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv24611,1,0,1,1,28,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv24936,1,0,1,1,8,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv25536,1,0,1,1,4,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv26432,1,0,1,1,30,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv26433,1,0,1,1,31,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
