source_node,target_node,verified,device_type,device_name,source_file,evidence,notes
p10rdt15261,p10rdt15261lv,true,transformer,tr(r:p10rdt15261-p10rdt15261lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt15261-p10rdt15261lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt15261.1 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt15261lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt15261lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt16023,p10rdt16023lv,true,transformer,tr(r:p10rdt16023-p10rdt16023lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt16023-p10rdt16023lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt16023.1 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt16023lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt16023lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt16751,p10rdt16751lv,true,transformer,tr(r:p10rdt16751-p10rdt16751lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt16751-p10rdt16751lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt16751.1 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt16751lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt16751lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt16752,p10rdt16752lv,true,transformer,tr(r:p10rdt16752-p10rdt16752lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt16752-p10rdt16752lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt16752.3 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt16752lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt16752lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt1748,p10rdt1748lv,true,transformer,tr(r:p10rdt1748-p10rdt1748lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt1748-p10rdt1748lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt1748.2 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt1748lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt1748lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt17566,p10rdt17566lv,true,transformer,tr(r:p10rdt17566-p10rdt17566lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt17566-p10rdt17566lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt17566.2 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt17566lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt17566lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt17567,p10rdt17567lv,true,transformer,tr(r:p10rdt17567-p10rdt17567lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt17567-p10rdt17567lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt17567.2 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt17567lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt17567lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt17939,p10rdt17939lv,true,transformer,tr(r:p10rdt17939-p10rdt17939lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt17939-p10rdt17939lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt17939.3 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt17939lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt17939lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt18084,p10rdt18084lv,true,transformer,tr(r:p10rdt18084-p10rdt18084lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt18084-p10rdt18084lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt18084.3 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt18084lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt18084lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt18422,p10rdt18422lv,true,transformer,tr(r:p10rdt18422-p10rdt18422lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt18422-p10rdt18422lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt18422.3 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt18422lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt18422lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt18562,p10rdt18562lv,true,transformer,tr(r:p10rdt18562-p10rdt18562lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt18562-p10rdt18562lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt18562.1 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt18562lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt18562lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt18941,p10rdt18941lv,true,transformer,tr(r:p10rdt18941-p10rdt18941lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt18941-p10rdt18941lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt18941.1 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt18941lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt18941lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt19045,p10rdt19045lv,true,transformer,tr(r:p10rdt19045-p10rdt19045lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt19045-p10rdt19045lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt19045.1 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt19045lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt19045lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt2070,p10rdt2070lv,true,transformer,tr(r:p10rdt2070-p10rdt2070lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt2070-p10rdt2070lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt2070.3 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt2070lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt2070lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt2638,p10rdt2638lv,true,transformer,tr(r:p10rdt2638-p10rdt2638lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt2638-p10rdt2638lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.37 normhkva=55.0 wdg=1 conn=wye bus=p10rdt2638.2 Kv=7.2 kva=50.0 EmergHKVA=75.0 %r=0.266272 wdg=2 conn=wye bus=p10rdt2638lv.1.0 Kv=0.12 kva=50.0 EmergHKVA=75.0 %r=0.532544 wdg=3 conn=wye bus=p10rdt2638lv.0.2 Kv=0.12 kva=50.0 EmergHKVA=75.0 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt2876,p10rdt2876lv,true,transformer,tr(r:p10rdt2876-p10rdt2876lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt2876-p10rdt2876lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt2876.3 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt2876lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt2876lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt3163,p10rdt3163lv,true,transformer,tr(r:p10rdt3163-p10rdt3163lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt3163-p10rdt3163lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt3163.1 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt3163lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt3163lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt3164,p10rdt3164lv,true,transformer,tr(r:p10rdt3164-p10rdt3164lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt3164-p10rdt3164lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt3164.2 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt3164lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt3164lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt3632,p10rdt3632lv,true,transformer,tr(r:p10rdt3632-p10rdt3632lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt3632-p10rdt3632lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt3632.2 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt3632lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt3632lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt3891,p10rdt3891lv,true,transformer,tr(r:p10rdt3891-p10rdt3891lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt3891-p10rdt3891lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt3891.1 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt3891lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt3891lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt4426,p10rdt4426lv,true,transformer,tr(r:p10rdt4426-p10rdt4426lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt4426-p10rdt4426lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt4426.1 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt4426lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt4426lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt5178,p10rdt5178lv,true,transformer,tr(r:p10rdt5178-p10rdt5178lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt5178-p10rdt5178lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt5178.3 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt5178lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt5178lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt5179,p10rdt5179lv,true,transformer,tr(r:p10rdt5179-p10rdt5179lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt5179-p10rdt5179lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.37 normhkva=55.0 wdg=1 conn=wye bus=p10rdt5179.3 Kv=7.2 kva=50.0 EmergHKVA=75.0 %r=0.266272 wdg=2 conn=wye bus=p10rdt5179lv.1.0 Kv=0.12 kva=50.0 EmergHKVA=75.0 %r=0.532544 wdg=3 conn=wye bus=p10rdt5179lv.0.2 Kv=0.12 kva=50.0 EmergHKVA=75.0 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt5659,p10rdt5659lv,true,transformer,tr(r:p10rdt5659-p10rdt5659lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt5659-p10rdt5659lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.37 normhkva=55.0 wdg=1 conn=wye bus=p10rdt5659.3 Kv=7.2 kva=50.0 EmergHKVA=75.0 %r=0.266272 wdg=2 conn=wye bus=p10rdt5659lv.1.0 Kv=0.12 kva=50.0 EmergHKVA=75.0 %r=0.532544 wdg=3 conn=wye bus=p10rdt5659lv.0.2 Kv=0.12 kva=50.0 EmergHKVA=75.0 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt5661,p10rdt5661lv,true,transformer,tr(r:p10rdt5661-p10rdt5661lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt5661-p10rdt5661lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt5661.1 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt5661lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt5661lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt5884,p10rdt5884lv,true,transformer,tr(r:p10rdt5884-p10rdt5884lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt5884-p10rdt5884lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt5884.2 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt5884lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt5884lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
